Módulo de Análise: Origem de Dados da Coleta;;;;;;
Data de solicitação 26/02/2020;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Qualidade;Origem;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);10/01/2020;24;104,092;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;1;98,691;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;2;96,913;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;3;96,307;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;4;96,084;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;5;90,479;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;6;95,685;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;7;104,823;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;8;133,263;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;9;132,476;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;10;147,879;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;11;148,995;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;12;154,62;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;13;159,497;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;14;154,7;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;15;156,556;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;16;158,212;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;17;150,839;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;18;149,059;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;19;156,351;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;20;149,368;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;21;148,835;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;22;147,541;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;23;115,3;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);11/01/2020;24;103,902;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;1;103,66;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;2;99,632;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;3;95,511;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;4;96,772;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;5;92,956;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;6;97,054;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;7;104,24;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;8;141,98;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;9;142,435;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;10;141,443;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;11;147,77;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;12;148,708;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;13;155,417;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;14;147,751;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;15;158,04;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;16;153,537;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;17;140,05;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;18;142,957;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;19;147,015;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;20;131,29;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;21;104,754;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;22;97,22;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;23;91,123;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);12/01/2020;24;89,605;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;1;91,956;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;2;88,169;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;3;88,616;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;4;88,06;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;5;86,161;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;6;90,448;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;7;96,633;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;8;129,063;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;9;39,538;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;10;99,272;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;11;138,449;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;12;142,926;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;13;144,617;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;14;140,197;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;15;144,294;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;16;145,481;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;17;140,518;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;18;143,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;19;149,861;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;20;139,678;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;21;139,902;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;22;136,029;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;23;112,521;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);13/01/2020;24;96,118;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;1;96,791;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;2;98,117;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;3;92,559;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;4;87,11;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;5;90,629;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;6;89,279;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;7;97,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;8;123,207;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;9;130,339;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;10;132,675;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;11;136,171;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;12;141,079;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;13;141,426;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;14;143,089;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;15;146,183;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;16;157,634;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;17;144,411;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;18;149,581;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;19;146,241;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;20;139,597;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;21;133,216;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;22;138,267;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;23;111,375;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);14/01/2020;24;101,447;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;1;94,649;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;2;97,762;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;3;92,492;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;4;89,085;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;5;86,761;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;6;94,888;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;7;93,681;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;8;135,187;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;9;131,671;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;10;139,459;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;11;147,006;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;12;156,131;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;13;155,83;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;14;155,219;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;15;157,62;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;16;157,857;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;17;151,882;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;18;158,7;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;19;160,888;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;20;149,218;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;21;153,904;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;22;144,217;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;23;119,489;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);15/01/2020;24;106,539;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;1;102,385;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;2;102,369;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;3;102,074;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;4;97,313;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;5;98,062;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;6;101,675;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;7;103,671;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;8;140,053;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;9;149,547;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;10;148,855;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;11;150,929;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;12;166,353;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;13;164,37;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;14;154,302;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;15;154,752;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;16;160,856;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;17;161,225;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;18;164,629;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;19;160,539;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;20;144,773;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;21;150,881;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;22;137,881;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;23;115,14;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);16/01/2020;24;102,625;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;1;101,306;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;2;95,312;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;3;102,923;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;4;98,618;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;5;97,278;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;6;100,431;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;7;107,238;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;8;128,147;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;9;142,162;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;10;143,02;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;11;136,568;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;12;149,212;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;13;145,694;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;14;140,761;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;15;150,752;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;16;145,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;17;135,268;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;18;144,431;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;19;142,075;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;20;128,506;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;21;128,382;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;22;130,997;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;23;99,056;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);17/01/2020;24;94,814;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;1;94,801;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;2;90,529;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;3;91,158;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;4;91,753;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;5;82,518;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;6;90,459;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;7;98,769;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;8;129,348;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;9;134,797;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;10;140,549;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;11;140,901;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;12;147,365;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;13;153,387;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;14;142,459;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;15;153,845;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;16;157,184;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;17;145,815;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;18;151,136;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;19;152,909;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;20;142,072;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;21;136,817;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;22;139,127;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;23;104,321;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);18/01/2020;24;96,911;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;1;96,308;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;2;93,12;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;3;94,127;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;4;93,171;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;5;86,645;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;6;90,444;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;7;97,45;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;8;124,865;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;9;133,406;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;10;133,124;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;11;140,446;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;12;151,496;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;13;152,746;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;14;146,078;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;15;152,776;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;16;154,722;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;17;150,541;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;18;148,659;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;19;145,639;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;20;137,653;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;21;119,549;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;22;104,457;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;23;101,456;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);19/01/2020;24;96,827;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;1;95,211;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;2;93,802;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;3;95,332;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;4;92,07;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;5;92,078;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;6;95,779;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;7;102,01;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;8;127,75;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;9;39,237;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;10;96,076;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;11;141,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;12;147,606;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;13;148,739;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;14;147,88;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;15;156,398;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;16;152,767;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;17;153,867;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;18;157,002;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;19;150,953;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;20;138,402;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;21;141,347;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSBAENTR101 (L);20/01/2020;22;133,563;Completo;COLETA DIÁRIA;
