Tipo de Relatório: Origem de Dados da Coleta.;;;;;;;;;
Tipo de Agente: Conectante | Nome:  BARBOSA 1;;;;;;;;;
Periodo Solicitado: 12/2019;;;;;;;;;
Ponto de Medição;Data;Hora;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Origem da Coleta;Notificação de Coleta
SPSBSOENTR101;31/12/2019;2;Bruta;0;63,216;0;4,656;Coleta Diária;
SPSBSOENTR101;31/12/2019;3;Bruta;0;61,68;0;3,68;Coleta Diária;
SPSBSOENTR101;31/12/2019;4;Bruta;0;58,992;2,64;1,488;Coleta Diária;
SPSBSOENTR101;31/12/2019;5;Bruta;0;59,952;0,064;3,936;Coleta Diária;
SPSBSOENTR101;31/12/2019;6;Bruta;0;78,928;0;9,088;Coleta Diária;
SPSBSOENTR101;31/12/2019;7;Bruta;0;80,288;0,304;8,912;Coleta Diária;
SPSBSOENTR101;31/12/2019;8;Bruta;0;86,944;0;12,976;Coleta Diária;
SPSBSOENTR101;31/12/2019;9;Bruta;0;92,192;0;10,192;Coleta Diária;
SPSBSOENTR101;31/12/2019;10;Bruta;0;92,272;0;17,072;Coleta Diária;
SPSBSOENTR101;31/12/2019;11;Bruta;0;98,432;0;14,864;Coleta Diária;
SPSBSOENTR101;31/12/2019;12;Bruta;0;96,336;0;21,44;Coleta Diária;
SPSBSOENTR101;31/12/2019;13;Bruta;0;92,032;0,016;18,448;Coleta Diária;
SPSBSOENTR101;31/12/2019;14;Bruta;0;92,048;0;15,264;Coleta Diária;
SPSBSOENTR101;31/12/2019;15;Bruta;0;93,984;0;12,272;Coleta Diária;
SPSBSOENTR101;31/12/2019;16;Bruta;0;94,512;0;15,248;Coleta Diária;
SPSBSOENTR101;31/12/2019;17;Bruta;0;92,72;0;21,344;Coleta Diária;
SPSBSOENTR101;31/12/2019;18;Bruta;0;94,496;0,016;14,816;Coleta Diária;
SPSBSOENTR101;31/12/2019;19;Bruta;0;93,216;0,064;11,376;Coleta Diária;
SPSBSOENTR101;31/12/2019;20;Bruta;0;89,104;0,256;10,88;Coleta Diária;
SPSBSOENTR101;31/12/2019;21;Bruta;0;74,784;0,576;4,672;Coleta Diária;
SPSBSOENTR101;31/12/2019;22;Bruta;0;55,024;2,384;1,168;Coleta Diária;
SPSBSOENTR101;31/12/2019;23;Bruta;0;54,144;4,16;0,656;Coleta Diária;
SPSBSOENTR101;31/12/2019;24;Bruta;0;53,776;4,304;1,936;Coleta Diária;
SPSBSOENTR101;01/12/2019;1;Liquida;0;55,936;3,232;1,808;Coleta Diária;
SPSBSOENTR101;01/12/2019;2;Liquida;0;53,616;2,592;1,616;Coleta Diária;
SPSBSOENTR101;01/12/2019;3;Liquida;0;53,36;2,48;1,536;Coleta Diária;
SPSBSOENTR101;01/12/2019;4;Liquida;0;53,12;1,728;3,312;Coleta Diária;
SPSBSOENTR101;01/12/2019;5;Liquida;0;53,952;2,944;4,544;Coleta Diária;
SPSBSOENTR101;01/12/2019;6;Liquida;0;52,64;2,752;1,36;Coleta Diária;
SPSBSOENTR101;01/12/2019;7;Liquida;0;74,384;0,128;12,288;Coleta Diária;
SPSBSOENTR101;01/12/2019;8;Liquida;0;76,848;0,16;16,048;Coleta Diária;
SPSBSOENTR101;01/12/2019;9;Liquida;0;77,44;0;15,44;Coleta Diária;
SPSBSOENTR101;01/12/2019;10;Liquida;0;84,816;0;15,536;Coleta Diária;
SPSBSOENTR101;01/12/2019;11;Liquida;0;83,808;0,176;10,864;Coleta Diária;
SPSBSOENTR101;01/12/2019;12;Liquida;0;83,408;0,048;11,184;Coleta Diária;
SPSBSOENTR101;01/12/2019;13;Liquida;0;81,28;0,096;14,544;Coleta Diária;
SPSBSOENTR101;01/12/2019;14;Liquida;0;83,248;0,08;15,648;Coleta Diária;
SPSBSOENTR101;01/12/2019;15;Liquida;0;82,48;0,016;10,784;Coleta Diária;
SPSBSOENTR101;01/12/2019;16;Liquida;0;82,96;0,256;8,304;Coleta Diária;
SPSBSOENTR101;01/12/2019;17;Liquida;0;82,624;0,048;13,44;Coleta Diária;
SPSBSOENTR101;01/12/2019;18;Liquida;0;79,472;0,144;10,24;Coleta Diária;
SPSBSOENTR101;01/12/2019;19;Liquida;0;80,192;0,24;12,24;Coleta Diária;
SPSBSOENTR101;01/12/2019;20;Liquida;0;81,52;0,016;8,304;Coleta Diária;
SPSBSOENTR101;01/12/2019;21;Liquida;0;71,152;0,32;9,168;Coleta Diária;
SPSBSOENTR101;01/12/2019;22;Liquida;0;68,48;0,464;7,232;Coleta Diária;
SPSBSOENTR101;01/12/2019;23;Liquida;0;58,64;1,12;3,952;Coleta Diária;
SPSBSOENTR101;01/12/2019;24;Liquida;0;55,376;1,28;2,896;Coleta Diária;
SPSBSOENTR101;02/12/2019;1;Liquida;0;53,792;3,216;3,856;Coleta Diária;
SPSBSOENTR101;02/12/2019;2;Liquida;0;55,76;1,184;2,784;Coleta Diária;
SPSBSOENTR101;02/12/2019;3;Liquida;0;54,32;2,512;1,68;Coleta Diária;
SPSBSOENTR101;02/12/2019;4;Liquida;0;54,16;1,984;2,096;Coleta Diária;
SPSBSOENTR101;02/12/2019;5;Liquida;0;53,44;3,344;2,816;Coleta Diária;
SPSBSOENTR101;02/12/2019;6;Liquida;0;71,584;0;17,392;Coleta Diária;
SPSBSOENTR101;02/12/2019;7;Liquida;0;76,544;0,08;10,272;Coleta Diária;
SPSBSOENTR101;02/12/2019;8;Liquida;0;72,864;0,112;11,648;Coleta Diária;
SPSBSOENTR101;02/12/2019;9;Liquida;0;74,832;0;15,072;Coleta Diária;
SPSBSOENTR101;02/12/2019;10;Liquida;0;75,632;0,064;16,72;Coleta Diária;
SPSBSOENTR101;02/12/2019;11;Liquida;0;77,472;0,128;14,976;Coleta Diária;
SPSBSOENTR101;02/12/2019;12;Liquida;0;75,216;0;13,184;Coleta Diária;
SPSBSOENTR101;02/12/2019;13;Liquida;0;71,92;0,464;9,664;Coleta Diária;
SPSBSOENTR101;02/12/2019;14;Liquida;0;71,936;0,096;14,816;Coleta Diária;
SPSBSOENTR101;02/12/2019;15;Liquida;0;70,784;0,064;12,768;Coleta Diária;
SPSBSOENTR101;02/12/2019;16;Liquida;0;76,944;0,048;14,416;Coleta Diária;
SPSBSOENTR101;02/12/2019;17;Liquida;0;75,536;0;15,808;Coleta Diária;
SPSBSOENTR101;02/12/2019;18;Liquida;0;73,088;0,016;15,216;Coleta Diária;
SPSBSOENTR101;02/12/2019;19;Liquida;0;71,2;0,096;12,016;Coleta Diária;
SPSBSOENTR101;02/12/2019;20;Liquida;0;71,232;0;13,968;Coleta Diária;
SPSBSOENTR101;02/12/2019;21;Liquida;0;69,12;0;11,872;Coleta Diária;
SPSBSOENTR101;02/12/2019;22;Liquida;0;71,232;0;14,992;Coleta Diária;
SPSBSOENTR101;02/12/2019;23;Liquida;0;64,48;0,496;11,344;Coleta Diária;
SPSBSOENTR101;02/12/2019;24;Liquida;0;54,608;1,664;6,016;Coleta Diária;
SPSBSOENTR101;03/12/2019;1;Liquida;0;46,592;6,448;0,848;Coleta Diária;
SPSBSOENTR101;03/12/2019;2;Liquida;0;49,744;3,136;2,4;Coleta Diária;
SPSBSOENTR101;03/12/2019;3;Liquida;0;48,128;4,496;1,456;Coleta Diária;
SPSBSOENTR101;03/12/2019;4;Liquida;0;49,552;4,016;2,192;Coleta Diária;
SPSBSOENTR101;03/12/2019;5;Liquida;0;47,504;3,52;3,008;Coleta Diária;
SPSBSOENTR101;03/12/2019;6;Liquida;0;51,104;2,384;4,064;Coleta Diária;
SPSBSOENTR101;03/12/2019;7;Liquida;0;68,064;0,224;13,952;Coleta Diária;
SPSBSOENTR101;03/12/2019;8;Liquida;0;72,752;0,224;13,504;Coleta Diária;
SPSBSOENTR101;03/12/2019;9;Liquida;0;72,608;0,32;11,52;Coleta Diária;
SPSBSOENTR101;03/12/2019;10;Liquida;0;76,688;0,096;16,016;Coleta Diária;
SPSBSOENTR101;03/12/2019;11;Liquida;0;75,76;0,272;13,2;Coleta Diária;
SPSBSOENTR101;03/12/2019;12;Liquida;0;74,704;0;15,088;Coleta Diária;
SPSBSOENTR101;03/12/2019;13;Liquida;0;76,064;0;14,16;Coleta Diária;
SPSBSOENTR101;03/12/2019;14;Liquida;0;74,16;0,096;13,648;Coleta Diária;
SPSBSOENTR101;03/12/2019;15;Liquida;0;76,08;0,224;10,464;Coleta Diária;
SPSBSOENTR101;03/12/2019;16;Liquida;0;74,48;0,656;10,016;Coleta Diária;
SPSBSOENTR101;03/12/2019;17;Liquida;0;71,2;0,272;10,832;Coleta Diária;
SPSBSOENTR101;03/12/2019;18;Liquida;0;73,056;0;13,68;Coleta Diária;
SPSBSOENTR101;03/12/2019;19;Liquida;0;71,744;0,256;12,848;Coleta Diária;
SPSBSOENTR101;03/12/2019;20;Liquida;0;72,128;0,352;12,336;Coleta Diária;
SPSBSOENTR101;03/12/2019;21;Liquida;0;71,392;0,112;12,432;Coleta Diária;
SPSBSOENTR101;03/12/2019;22;Liquida;0;71,568;0,048;12,256;Coleta Diária;
SPSBSOENTR101;03/12/2019;23;Liquida;0;63,856;0,336;10,544;Coleta Diária;
SPSBSOENTR101;03/12/2019;24;Liquida;0;54,112;2,544;3,184;Coleta Diária;
SPSBSOENTR101;04/12/2019;1;Liquida;0;50,592;2,912;1,84;Coleta Diária;
SPSBSOENTR101;04/12/2019;2;Liquida;0;49,456;3,872;1,952;Coleta Diária;
SPSBSOENTR101;04/12/2019;3;Liquida;0;52,016;2,496;2,896;Coleta Diária;
SPSBSOENTR101;04/12/2019;4;Liquida;0;50,784;4,304;1,616;Coleta Diária;
SPSBSOENTR101;04/12/2019;5;Liquida;0;50,176;3,904;2,096;Coleta Diária;
SPSBSOENTR101;04/12/2019;6;Liquida;0;51,328;3,728;3,184;Coleta Diária;
SPSBSOENTR101;04/12/2019;7;Liquida;0;71,296;0;13,52;Coleta Diária;
SPSBSOENTR101;04/12/2019;8;Liquida;0;74,272;0,112;13,344;Coleta Diária;
SPSBSOENTR101;04/12/2019;9;Liquida;0;78,592;0,096;15,808;Coleta Diária;
SPSBSOENTR101;04/12/2019;10;Liquida;0;80,016;0,24;14,16;Coleta Diária;
SPSBSOENTR101;04/12/2019;11;Liquida;0;83,472;0;15,664;Coleta Diária;
SPSBSOENTR101;04/12/2019;12;Liquida;0;85,536;0;21,552;Coleta Diária;
SPSBSOENTR101;04/12/2019;13;Liquida;0;86,304;0;16,32;Coleta Diária;
SPSBSOENTR101;04/12/2019;14;Liquida;0;82,8;0,048;12,144;Coleta Diária;
SPSBSOENTR101;04/12/2019;15;Liquida;0;78,64;0,368;10,8;Coleta Diária;
SPSBSOENTR101;04/12/2019;16;Liquida;0;78,496;0,032;13,744;Coleta Diária;
SPSBSOENTR101;04/12/2019;17;Liquida;0;79,28;0,336;12,72;Coleta Diária;
SPSBSOENTR101;04/12/2019;18;Liquida;0;77,312;0,24;12,544;Coleta Diária;
SPSBSOENTR101;04/12/2019;19;Liquida;0;78,064;0,048;16,784;Coleta Diária;
SPSBSOENTR101;04/12/2019;20;Liquida;0;77,648;0,112;14,384;Coleta Diária;
SPSBSOENTR101;04/12/2019;21;Liquida;0;79,28;0,336;4,656;Coleta Diária;
SPSBSOENTR101;04/12/2019;22;Liquida;0;76,096;0,752;6,512;Coleta Diária;
SPSBSOENTR101;04/12/2019;23;Liquida;0;71,2;0,352;8,72;Coleta Diária;
SPSBSOENTR101;04/12/2019;24;Liquida;0;56,512;1,488;2,624;Coleta Diária;
SPSBSOENTR101;05/12/2019;1;Liquida;0;56,528;2,064;2,912;Coleta Diária;
SPSBSOENTR101;05/12/2019;2;Liquida;0;54,288;2,512;2,176;Coleta Diária;
SPSBSOENTR101;05/12/2019;3;Liquida;0;53,632;2,24;2,176;Coleta Diária;
SPSBSOENTR101;05/12/2019;4;Liquida;0;54,624;2,032;1,568;Coleta Diária;
SPSBSOENTR101;05/12/2019;5;Liquida;0;54,144;2,112;1,584;Coleta Diária;
SPSBSOENTR101;05/12/2019;6;Liquida;0;63,52;0,224;12,08;Coleta Diária;
SPSBSOENTR101;05/12/2019;7;Liquida;0;79,296;0,08;19,28;Coleta Diária;
SPSBSOENTR101;05/12/2019;8;Liquida;0;77,872;0,048;17,632;Coleta Diária;
SPSBSOENTR101;05/12/2019;9;Liquida;0;84,448;0;19,76;Coleta Diária;
SPSBSOENTR101;05/12/2019;10;Liquida;0;86,272;0;11,728;Coleta Diária;
SPSBSOENTR101;05/12/2019;11;Liquida;0;91,36;0;15,824;Coleta Diária;
SPSBSOENTR101;05/12/2019;12;Liquida;0;87,952;0;10,544;Coleta Diária;
SPSBSOENTR101;05/12/2019;13;Liquida;0;87,232;0;10,096;Coleta Diária;
SPSBSOENTR101;05/12/2019;14;Liquida;0;84,64;0;14,304;Coleta Diária;
SPSBSOENTR101;05/12/2019;15;Liquida;0;85,872;0;13,856;Coleta Diária;
SPSBSOENTR101;05/12/2019;16;Liquida;0;84,208;0;11,152;Coleta Diária;
SPSBSOENTR101;05/12/2019;17;Liquida;0;82,784;0,032;12,752;Coleta Diária;
SPSBSOENTR101;05/12/2019;18;Liquida;0;78,576;0,112;14,464;Coleta Diária;
SPSBSOENTR101;05/12/2019;19;Liquida;0;82,288;0;19,008;Coleta Diária;
SPSBSOENTR101;05/12/2019;20;Liquida;0;80,528;0,128;16,384;Coleta Diária;
SPSBSOENTR101;05/12/2019;21;Liquida;0;79,824;0,08;14,608;Coleta Diária;
SPSBSOENTR101;05/12/2019;22;Liquida;0;79,824;0,096;13,184;Coleta Diária;
SPSBSOENTR101;05/12/2019;23;Liquida;0;75,088;0,224;7,6;Coleta Diária;
SPSBSOENTR101;05/12/2019;24;Liquida;0;69,584;0,144;11,712;Coleta Diária;
SPSBSOENTR101;06/12/2019;1;Liquida;0;70,448;0,336;13,84;Coleta Diária;
SPSBSOENTR101;06/12/2019;2;Liquida;0;67,408;0,032;14,464;Coleta Diária;
SPSBSOENTR101;06/12/2019;3;Liquida;0;65,216;0,016;13,104;Coleta Diária;
SPSBSOENTR101;06/12/2019;4;Liquida;0;68,384;0,144;15,936;Coleta Diária;
SPSBSOENTR101;06/12/2019;5;Liquida;0;69,376;0,048;13,84;Coleta Diária;
SPSBSOENTR101;06/12/2019;6;Liquida;0;69,168;0,48;10,24;Coleta Diária;
SPSBSOENTR101;06/12/2019;7;Liquida;0;73,44;0,048;12,224;Coleta Diária;
SPSBSOENTR101;06/12/2019;8;Liquida;0;79,792;0;18,128;Coleta Diária;
SPSBSOENTR101;06/12/2019;9;Liquida;0;76,56;0,048;10,576;Coleta Diária;
SPSBSOENTR101;06/12/2019;10;Liquida;0;80,8;0,208;9,28;Coleta Diária;
SPSBSOENTR101;06/12/2019;11;Liquida;0;78,48;0,048;9,04;Coleta Diária;
SPSBSOENTR101;06/12/2019;12;Liquida;0;77,088;0;14,144;Coleta Diária;
SPSBSOENTR101;06/12/2019;13;Liquida;0;77,408;0,016;9,712;Coleta Diária;
SPSBSOENTR101;06/12/2019;14;Liquida;0;77,04;0,096;14,16;Coleta Diária;
SPSBSOENTR101;06/12/2019;15;Liquida;0;78,528;0,112;14,32;Coleta Diária;
SPSBSOENTR101;06/12/2019;16;Liquida;0;79,296;0,128;14,224;Coleta Diária;
SPSBSOENTR101;06/12/2019;17;Liquida;0;80,912;0,048;15,712;Coleta Diária;
SPSBSOENTR101;06/12/2019;18;Liquida;0;77,088;0;15,568;Coleta Diária;
SPSBSOENTR101;06/12/2019;19;Liquida;0;79,024;0,032;15,504;Coleta Diária;
SPSBSOENTR101;06/12/2019;20;Liquida;0;70,944;0,112;9,84;Coleta Diária;
SPSBSOENTR101;06/12/2019;21;Liquida;0;68,592;0,08;9,216;Coleta Diária;
SPSBSOENTR101;06/12/2019;22;Liquida;0;75,68;0;9,152;Coleta Diária;
SPSBSOENTR101;06/12/2019;23;Liquida;0;72,944;0,32;5,216;Coleta Diária;
SPSBSOENTR101;06/12/2019;24;Liquida;0;56,608;1,408;2,736;Coleta Diária;
SPSBSOENTR101;07/12/2019;1;Liquida;0;53,456;2,368;1,424;Coleta Diária;
SPSBSOENTR101;07/12/2019;2;Liquida;0;52,512;3,456;1,984;Coleta Diária;
SPSBSOENTR101;07/12/2019;3;Liquida;0;53,28;1,456;2,048;Coleta Diária;
SPSBSOENTR101;07/12/2019;4;Liquida;0;52,24;2,464;1,328;Coleta Diária;
SPSBSOENTR101;07/12/2019;5;Liquida;0;50,688;2,576;1,808;Coleta Diária;
SPSBSOENTR101;07/12/2019;6;Liquida;0;67,584;0,288;10,16;Coleta Diária;
SPSBSOENTR101;07/12/2019;7;Liquida;0;76;0,256;12,144;Coleta Diária;
SPSBSOENTR101;07/12/2019;8;Liquida;0;76,56;0,048;16,672;Coleta Diária;
SPSBSOENTR101;07/12/2019;9;Liquida;0;75,984;0,16;15,984;Coleta Diária;
SPSBSOENTR101;07/12/2019;10;Liquida;0;73,584;0,128;12,176;Coleta Diária;
SPSBSOENTR101;07/12/2019;11;Liquida;0;74,864;0,096;10,816;Coleta Diária;
SPSBSOENTR101;07/12/2019;12;Liquida;0;79,136;0,048;15,344;Coleta Diária;
SPSBSOENTR101;07/12/2019;13;Liquida;0;77,984;0,096;12,976;Coleta Diária;
SPSBSOENTR101;07/12/2019;14;Liquida;0;79,52;0,032;12,688;Coleta Diária;
SPSBSOENTR101;07/12/2019;15;Liquida;0;79,36;0,128;12,288;Coleta Diária;
SPSBSOENTR101;07/12/2019;16;Liquida;0;79,696;0,24;9,28;Coleta Diária;
SPSBSOENTR101;07/12/2019;17;Liquida;0;82,496;0,064;13,344;Coleta Diária;
SPSBSOENTR101;07/12/2019;18;Liquida;0;77,488;0,24;12,384;Coleta Diária;
SPSBSOENTR101;07/12/2019;19;Liquida;0;72,592;0,448;10,848;Coleta Diária;
SPSBSOENTR101;07/12/2019;20;Liquida;0;74,48;0,336;11,84;Coleta Diária;
SPSBSOENTR101;07/12/2019;21;Liquida;0;76,64;0,016;15,504;Coleta Diária;
SPSBSOENTR101;07/12/2019;22;Liquida;0;73,44;0,176;12,448;Coleta Diária;
SPSBSOENTR101;07/12/2019;23;Liquida;0;66,192;0,896;7,056;Coleta Diária;
SPSBSOENTR101;07/12/2019;24;Liquida;0;53,392;2,16;3,072;Coleta Diária;
SPSBSOENTR101;08/12/2019;1;Liquida;0;53,056;2,56;1,408;Coleta Diária;
SPSBSOENTR101;08/12/2019;2;Liquida;0;52,704;4,48;1,568;Coleta Diária;
SPSBSOENTR101;08/12/2019;3;Liquida;0;51,136;2,592;1,248;Coleta Diária;
SPSBSOENTR101;08/12/2019;4;Liquida;0;49,536;3,664;1,008;Coleta Diária;
SPSBSOENTR101;08/12/2019;5;Liquida;0;52,432;2,512;2,288;Coleta Diária;
SPSBSOENTR101;08/12/2019;6;Liquida;0;50,624;4,976;0,944;Coleta Diária;
SPSBSOENTR101;08/12/2019;7;Liquida;0;67,488;0,096;13,888;Coleta Diária;
SPSBSOENTR101;08/12/2019;8;Liquida;0;70,928;0,048;12,176;Coleta Diária;
SPSBSOENTR101;08/12/2019;9;Liquida;0;77,024;0,176;15,376;Coleta Diária;
SPSBSOENTR101;08/12/2019;10;Liquida;0;77,664;0,048;12,704;Coleta Diária;
SPSBSOENTR101;08/12/2019;11;Liquida;0;74,736;0,224;10,704;Coleta Diária;
SPSBSOENTR101;08/12/2019;12;Liquida;0;75,264;0,256;11,952;Coleta Diária;
SPSBSOENTR101;08/12/2019;13;Liquida;0;76,752;0,112;13,552;Coleta Diária;
SPSBSOENTR101;08/12/2019;14;Liquida;0;75,968;0,256;13,52;Coleta Diária;
SPSBSOENTR101;08/12/2019;15;Liquida;0;80,256;0,064;13,424;Coleta Diária;
SPSBSOENTR101;08/12/2019;16;Liquida;0;85,264;0;10,32;Coleta Diária;
SPSBSOENTR101;08/12/2019;17;Liquida;0;76,608;0,32;13,92;Coleta Diária;
SPSBSOENTR101;08/12/2019;18;Liquida;0;77,168;0,24;9,904;Coleta Diária;
SPSBSOENTR101;08/12/2019;19;Liquida;0;74,688;0,24;6,832;Coleta Diária;
SPSBSOENTR101;08/12/2019;20;Liquida;0;70,816;0,832;3,824;Coleta Diária;
SPSBSOENTR101;08/12/2019;21;Liquida;0;71,232;0,544;8,08;Coleta Diária;
SPSBSOENTR101;08/12/2019;22;Liquida;0;62,352;0,944;8,592;Coleta Diária;
SPSBSOENTR101;08/12/2019;23;Liquida;0;53,632;1,856;1,6;Coleta Diária;
SPSBSOENTR101;08/12/2019;24;Liquida;0;53,488;2,128;1,824;Coleta Diária;
SPSBSOENTR101;09/12/2019;1;Liquida;0;52,32;2,176;3,056;Coleta Diária;
SPSBSOENTR101;09/12/2019;2;Liquida;0;51,36;4,432;1,888;Coleta Diária;
SPSBSOENTR101;09/12/2019;3;Liquida;0;51,584;2,64;1,52;Coleta Diária;
SPSBSOENTR101;09/12/2019;4;Liquida;0;52,224;2,432;1,456;Coleta Diária;
SPSBSOENTR101;09/12/2019;5;Liquida;0;52,416;2,48;2,368;Coleta Diária;
SPSBSOENTR101;09/12/2019;6;Liquida;0;68,32;0;13,792;Coleta Diária;
SPSBSOENTR101;09/12/2019;7;Liquida;0;74,992;0,576;8,144;Coleta Diária;
SPSBSOENTR101;09/12/2019;8;Liquida;0;73,584;0,16;14,256;Coleta Diária;
SPSBSOENTR101;09/12/2019;9;Liquida;0;76,672;0;15,056;Coleta Diária;
SPSBSOENTR101;09/12/2019;10;Liquida;0;83,072;0,032;17,264;Coleta Diária;
SPSBSOENTR101;09/12/2019;11;Liquida;0;82,448;0;14,608;Coleta Diária;
SPSBSOENTR101;09/12/2019;12;Liquida;0;84,272;0,08;10,496;Coleta Diária;
SPSBSOENTR101;09/12/2019;13;Liquida;0;81,12;0,064;14,16;Coleta Diária;
SPSBSOENTR101;09/12/2019;14;Liquida;0;80,24;0,208;14;Coleta Diária;
SPSBSOENTR101;09/12/2019;15;Liquida;0;78,304;0,24;12,448;Coleta Diária;
SPSBSOENTR101;09/12/2019;16;Liquida;0;79,904;0,144;11,904;Coleta Diária;
SPSBSOENTR101;09/12/2019;17;Liquida;0;76,944;0,016;12,976;Coleta Diária;
SPSBSOENTR101;09/12/2019;18;Liquida;0;79,008;0;17,984;Coleta Diária;
SPSBSOENTR101;09/12/2019;19;Liquida;0;76,592;0,032;14,496;Coleta Diária;
SPSBSOENTR101;09/12/2019;20;Liquida;0;75,936;0,112;15,008;Coleta Diária;
SPSBSOENTR101;09/12/2019;21;Liquida;0;75,408;0,448;8,496;Coleta Diária;
SPSBSOENTR101;09/12/2019;22;Liquida;0;77,776;0,08;14;Coleta Diária;
SPSBSOENTR101;09/12/2019;23;Liquida;0;70,464;0,224;12,032;Coleta Diária;
SPSBSOENTR101;09/12/2019;24;Liquida;0;57,28;0,976;3,952;Coleta Diária;
SPSBSOENTR101;10/12/2019;1;Liquida;0;56,448;0,752;3,552;Coleta Diária;
SPSBSOENTR101;10/12/2019;2;Liquida;0;55,584;1,904;3,248;Coleta Diária;
SPSBSOENTR101;10/12/2019;3;Liquida;0;55,44;1,872;2,288;Coleta Diária;
SPSBSOENTR101;10/12/2019;4;Liquida;0;56,288;1,184;3,2;Coleta Diária;
SPSBSOENTR101;10/12/2019;5;Liquida;0;52,384;3,28;1,312;Coleta Diária;
SPSBSOENTR101;10/12/2019;6;Liquida;0;56,912;2;3,92;Coleta Diária;
SPSBSOENTR101;10/12/2019;7;Liquida;0;75,312;0,08;10,016;Coleta Diária;
SPSBSOENTR101;10/12/2019;8;Liquida;0;79,024;0,032;14,832;Coleta Diária;
SPSBSOENTR101;10/12/2019;9;Liquida;0;78,272;0;17,696;Coleta Diária;
SPSBSOENTR101;10/12/2019;10;Liquida;0;83,76;0;12,784;Coleta Diária;
SPSBSOENTR101;10/12/2019;11;Liquida;0;86,368;0;14,16;Coleta Diária;
SPSBSOENTR101;10/12/2019;12;Liquida;0;88,832;0,016;15,728;Coleta Diária;
SPSBSOENTR101;10/12/2019;13;Liquida;0;83,44;0,048;14,736;Coleta Diária;
SPSBSOENTR101;10/12/2019;14;Liquida;0;82,384;0,016;11,584;Coleta Diária;
SPSBSOENTR101;10/12/2019;15;Liquida;0;83,072;0,048;9,76;Coleta Diária;
SPSBSOENTR101;10/12/2019;16;Liquida;0;82,592;0,032;11,248;Coleta Diária;
SPSBSOENTR101;10/12/2019;17;Liquida;0;78,144;0,128;12,24;Coleta Diária;
SPSBSOENTR101;10/12/2019;18;Liquida;0;76,224;0,08;12,192;Coleta Diária;
SPSBSOENTR101;10/12/2019;19;Liquida;0;76,656;0,112;14,464;Coleta Diária;
SPSBSOENTR101;10/12/2019;20;Liquida;0;79,184;0,064;13,36;Coleta Diária;
SPSBSOENTR101;10/12/2019;21;Liquida;0;77,376;0,192;10,4;Coleta Diária;
SPSBSOENTR101;10/12/2019;22;Liquida;0;77,184;0,24;11,6;Coleta Diária;
SPSBSOENTR101;10/12/2019;23;Liquida;0;72,944;0,08;10,08;Coleta Diária;
SPSBSOENTR101;10/12/2019;24;Liquida;0;57,808;1,328;3,616;Coleta Diária;
SPSBSOENTR101;11/12/2019;1;Liquida;0;56,048;1,424;2,496;Coleta Diária;
SPSBSOENTR101;11/12/2019;2;Liquida;0;55,04;2;1,344;Coleta Diária;
SPSBSOENTR101;11/12/2019;3;Liquida;0;55,12;1,472;4,864;Coleta Diária;
SPSBSOENTR101;11/12/2019;4;Liquida;0;57,584;1,088;3,36;Coleta Diária;
SPSBSOENTR101;11/12/2019;5;Liquida;0;54,8;1,52;2,528;Coleta Diária;
SPSBSOENTR101;11/12/2019;6;Liquida;0;53,664;2,896;2,304;Coleta Diária;
SPSBSOENTR101;11/12/2019;7;Liquida;0;73,312;0;17,024;Coleta Diária;
SPSBSOENTR101;11/12/2019;8;Liquida;0;79,6;0;8,304;Coleta Diária;
SPSBSOENTR101;11/12/2019;9;Liquida;0;78,704;0,064;14,432;Coleta Diária;
SPSBSOENTR101;11/12/2019;10;Liquida;0;80,784;0;15,072;Coleta Diária;
SPSBSOENTR101;11/12/2019;11;Liquida;0;82,288;0;16,496;Coleta Diária;
SPSBSOENTR101;11/12/2019;12;Liquida;0;80,88;0,016;12,736;Coleta Diária;
SPSBSOENTR101;11/12/2019;13;Liquida;0;80,864;0,016;8,608;Coleta Diária;
SPSBSOENTR101;11/12/2019;14;Liquida;0;81,424;0,048;10,304;Coleta Diária;
SPSBSOENTR101;11/12/2019;15;Liquida;0;85,6;0;13,024;Coleta Diária;
SPSBSOENTR101;11/12/2019;16;Liquida;0;84,816;0,016;9,184;Coleta Diária;
SPSBSOENTR101;11/12/2019;17;Liquida;0;82,064;0,128;10,752;Coleta Diária;
SPSBSOENTR101;11/12/2019;18;Liquida;0;76,496;0,08;13,104;Coleta Diária;
SPSBSOENTR101;11/12/2019;19;Liquida;0;80,896;0;16,016;Coleta Diária;
SPSBSOENTR101;11/12/2019;20;Liquida;0;81,936;0,192;10,912;Coleta Diária;
SPSBSOENTR101;11/12/2019;21;Liquida;0;77,168;0,32;10,976;Coleta Diária;
SPSBSOENTR101;11/12/2019;22;Liquida;0;76,88;0,24;11,936;Coleta Diária;
SPSBSOENTR101;11/12/2019;23;Liquida;0;66,992;0,352;10,704;Coleta Diária;
SPSBSOENTR101;11/12/2019;24;Liquida;0;54,832;1,888;1,856;Coleta Diária;
SPSBSOENTR101;12/12/2019;1;Liquida;0;56,352;1,84;2,928;Coleta Diária;
SPSBSOENTR101;12/12/2019;2;Liquida;0;52,848;2,24;1,344;Coleta Diária;
SPSBSOENTR101;12/12/2019;3;Liquida;0;53,808;3,344;2,192;Coleta Diária;
